rssdid,year,FEDFUNDS,netloanchargeoffs_loans,netloanchargeoffs_loans_L1y,nonintexp_assets,nonintinc_assets,assets_share
233031,1994,5.1666667,.3315583,,.029726,.0134653,.002355
233031,1995,5.72,.3701716,.3315583,.0287106,.0133862,.0023911
233031,1996,5.28,.2678412,.3701716,.0299052,.0158723,.0026179
233031,1997,5.5066667,.4463368,.2678412,.0360118,.0095022,.0036804
233031,1998,4.86,.549534,.4463368,.0388729,.0155839,.0068604
233031,1999,5.3066667,.5192429,.549534,.0282494,.0126623,.0074229
233031,2000,6.4733333,.4811138,.5192429,.0290969,.0128885,.0070743
233031,2001,2.1333333,.670027,.4811138,.0293015,.0139789,.0065247
233031,2002,1.4433333,.4085307,.670027,.0322584,.0142633,.0064455
233031,2003,.99666667,.4044402,.4085307,.0284122,.0145267,.0060571
233031,2004,1.95,.3316138,.4044402,.0258537,.0119062,.0059488
233031,2005,3.98,.3007061,.3316138,.0309686,.0141566,.0091222
233031,2006,5.2466667,.3107882,.3007061,.0232772,.0098097,.0140402
233031,2007,4.4966667,.4464658,.3107882,.027553,.0118595,.0125624
233031,2008,.50666667,3.224919,.4464658,.1345185,.0083307,.0117223
233031,2009,.12,2.9997,3.224919,.0245691,.0131587,.011802
233031,2010,.18666667,3.231671,2.9997,.0270844,.0155587,.0107623
233031,2011,.07333333,2.177293,3.231671,.0340795,.0145844,.009468
233031,2012,.16,.9572459,2.177293,.0281688,.0168675,.008327
233031,2013,.08666667,1.472435,.9572459,.0305671,.017271,.0079103
233031,2014,.1,.4245146,1.472435,.0279847,.0139506,.0076331
233031,2015,.16,.3803763,.4245146,.0264704,.0159965,.0078309
233031,2016,.45,.4129431,.3803763,.026667,.0159293,.0074473
233031,2017,1.2033333,.3116942,.4129431,.0289111,.0164902,.0070771
241876,1996,5.28,.8881664,,.0404565,.0164776,.0050758
241876,1997,5.5066667,.5518705,.8881664,.0276523,.0116901,.00492
241876,1998,4.86,.6507844,.5518705,.0270212,.0121524,.0051694
241876,1999,5.3066667,.3816111,.6507844,.0301032,.0136551,.0045302
245333,1994,5.1666667,.5297102,,.0531714,.0256055,.0022778
245333,1995,5.72,.4730726,.5297102,.0349669,.017639,.0022856
245333,1996,5.28,.6742141,.4730726,.0371267,.0194641,.0022731
245333,1997,5.5066667,.5086442,.6742141,.0277819,.0146944,.0037302
245333,1998,4.86,.3458416,.5086442,.0296782,.0159636,.0036645
245333,1999,5.3066667,1.119814,.3458416,.1036396,.0544668,.0075902
245333,2000,6.4733333,.6597477,1.119814,.0290652,.0216909,.006325
245333,2001,2.1333333,.7973861,.6597477,.0317536,.0182131,.0059945
245333,2002,1.4433333,.7556463,.7973861,.0283623,.0168953,.0058322
245333,2003,.99666667,.602999,.7556463,.0271731,.0187125,.0061081
245333,2004,1.95,.7137532,.602999,.036945,.030267,.0060094
245333,2005,3.98,.4274183,.7137532,.0242165,.0164968,.005915
256647,1997,5.5066667,1.833724,,.0305796,.0113639,.0017371
256647,1998,4.86,2.033836,1.833724,.0764047,.048574,.0015808
256647,1999,5.3066667,.7450154,2.033836,.0533811,.0389176,.0027452
256647,2000,6.4733333,.8270916,.7450154,.0544263,.0270745,.0024774
256647,2001,2.1333333,1.470492,.8270916,.049182,.0410373,.0021768
256722,1994,5.1666667,.2096815,,.0406362,.0178453,.0018298
256722,1995,5.72,.1446366,.2096815,.0360798,.0164511,.0019679
256722,1996,5.28,.5155292,.1446366,.0382241,.0182173,.0019644
256722,1997,5.5066667,.4867463,.5155292,.0338703,.0165978,.0020117
256722,1998,4.86,.8812858,.4867463,.0747049,.0315273,.0031622
256722,1999,5.3066667,.2603534,.8812858,.0288653,.0161087,.0028782
256722,2000,6.4733333,.3803065,.2603534,.0317026,.0203441,.0027931
256722,2001,2.1333333,.2427315,.3803065,.0308307,-.0012092,.0027592
256722,2002,1.4433333,1.024068,.2427315,.0399342,.0249196,.0022924
259518,1994,5.1666667,.4647694,,.0264617,.0159593,.0023673
259518,1995,5.72,.3690424,.4647694,.0339882,.0249377,.0023996
259518,1996,5.28,.4414378,.3690424,.0402501,.030497,.0022244
259518,1997,5.5066667,.8510479,.4414378,.055046,.026642,.0033147
259518,1998,4.86,.5052169,.8510479,.0379741,.0210704,.0057369
259518,1999,5.3066667,.5625439,.5052169,.0323904,.0228445,.0059757
259518,2000,6.4733333,.6006962,.5625439,.035326,.025424,.0057545
259518,2001,2.1333333,1.228402,.6006962,.0323829,.0222019,.0060917
259518,2002,1.4433333,.8437663,1.228402,.0274263,.0188747,.0062854
259518,2003,.99666667,.8096724,.8437663,.0278438,.0153849,.0061947
259518,2004,1.95,.4312341,.8096724,.0274488,.0143774,.0064039
259518,2005,3.98,.5931002,.4312341,.0293021,.0201385,.0078179
259518,2006,5.2466667,.4798651,.5931002,.0342726,.0472559,.0136025
259518,2007,4.4966667,.9301101,.4798651,.0401975,.0136741,.0127188
259518,2008,.50666667,-.8148405,.9301101,.0113186,-.0012092,.0120501
266271,2000,6.4733333,.0876558,,.0420509,.0338926,.0018194
266271,2001,2.1333333,.2564719,.0876558,.0463424,.0332682,.0017661
266271,2002,1.4433333,.1492809,.2564719,.0463224,.0341566,.0017693
266271,2003,.99666667,.279572,.1492809,.0502492,.0397613,.0015291
266271,2004,1.95,.1324718,.279572,.0498063,.0400126,.0015039
266271,2005,3.98,.0864136,.1324718,.047289,.0364203,.0015151
266271,2006,5.2466667,.3388509,.0864136,.0438426,.0309612,.0014934
266271,2007,4.4966667,.442465,.3388509,.0427219,.0309149,.0014704
266271,2008,.50666667,1.011574,.442465,.0415629,.0267711,.001378
266271,2009,.12,1.345319,1.011574,.0467718,.0291756,.0015326
266271,2010,.18666667,1.756713,1.345319,.0401592,.0240915,.0015493
266271,2011,.07333333,1.635686,1.756713,.0380868,.0177339,.0014587
266271,2012,.16,1.197537,1.635686,.0467853,.0213455,.0012636
274070,1994,5.1666667,.4357637,,.0522707,.028723,.0038651
274070,1995,5.72,.605449,.4357637,.0438458,.0265874,.0039893
274070,1996,5.28,.1192339,.605449,.0441816,.0270401,.0036379
276579,2002,1.4433333,.6846265,,.0344047,.0254409,.0015237
276579,2003,.99666667,.6717252,.6846265,.0327218,.0271394,.0014257
276579,2004,1.95,.4157555,.6717252,.0325271,.0229018,.0014409
276579,2005,3.98,.2610786,.4157555,.0352418,.0246003,.0014253
276579,2006,5.2466667,.0629782,.2610786,.0335269,.024523,.0015035
276579,2007,4.4966667,.2476321,.0629782,.0317861,.0170799,.0016916
276579,2008,.50666667,.7267846,.2476321,.0221466,.0116358,.0017143
276579,2009,.12,1.309314,.7267846,.0307831,.0112624,.0015274
276579,2010,.18666667,2.96951,1.309314,.0369259,.0133335,.0013555
276579,2011,.07333333,1.300629,2.96951,.0322037,.0112811,.0013455
276579,2012,.16,.3071098,1.300629,.0288493,.0120374,.0012398
276579,2015,.16,.3015165,,.0774319,.0218574,.0037178
276579,2016,.45,.2519873,.3015165,.0252216,.007546,.0037567
276579,2017,1.2033333,.1023471,.2519873,.0246971,.0082612,.0037921
279431,1994,5.1666667,.1085973,,.036538,.0125599,.0043797
279431,1995,5.72,-.3508464,.1085973,.028446,.0197885,.0037613
279431,1996,5.28,-.3183446,-.3508464,.0264714,.0152269,.0037493
280110,1994,5.1666667,.0632288,,.032674,.0175185,.0061439
280110,1995,5.72,-.000795,.0632288,.0406846,.0176941,.0051887
280110,1996,5.28,.1275827,-.000795,.0308206,.0168447,.006107
280110,1997,5.5066667,.3835855,.1275827,.0315531,.0218563,.0139698
280110,1998,4.86,.3348595,.3835855,.0285444,.0196225,.0136472
280110,1999,5.3066667,.3807653,.3348595,.0298621,.0253784,.0131861
280110,2000,6.4733333,.6387848,.3807653,.0270741,.0171575,.0126378
280110,2001,2.1333333,1.115201,.6387848,.0301271,.0180956,.0111112
280110,2002,1.4433333,1.209174,1.115201,.0267579,.0159519,.0108461
280110,2003,.99666667,.7535853,1.209174,.0286392,.0166943,.0099489
280110,2004,1.95,1.200171,.7535853,.0405918,.0193706,.0104036
280110,2005,3.98,.9387839,1.200171,.033173,.0192657,.0100096
280110,2006,5.2466667,.3104879,.9387839,.0294573,.0215884,.0089183
280110,2007,4.4966667,.6297957,.3104879,.0365335,.0189,.008787
280110,2008,.50666667,1.764541,.6297957,.0389144,.0155969,.0084044
280110,2009,.12,4.714183,1.764541,.0330697,.0168116,.0077119
280110,2010,.18666667,2.021884,4.714183,.029382,.0205997,.0074272
280110,2011,.07333333,.9295429,2.021884,.0293747,.0175587,.0066154
280110,2012,.16,.4990912,.9295429,.0302554,.0186406,.0060189
280110,2013,.08666667,.3154493,.4990912,.0282025,.0170316,.0061351
280110,2014,.1,.2616298,.3154493,.0280171,.0174648,.0058971
280110,2015,.16,.2833936,.2616298,.0271284,.0176918,.005823
280110,2016,.45,.3494412,.2833936,.0391597,.0168461,.0080024
280110,2017,1.2033333,.2495617,.3494412,.0284717,.0158698,.0077906
298816,1994,5.1666667,.7745931,,.0505641,.0206175,.0054731
298816,1995,5.72,.2685729,.7745931,.0411559,.0250055,.0050187
298816,1996,5.28,.2590679,.2685729,.0443655,.015779,.0093694
298816,1997,5.5066667,.3739318,.2590679,.0398888,.0180945,.0091001
310727,2007,4.4966667,.9244766,,.0204345,.0047551,.0012691
310727,2008,.50666667,2.971854,.9244766,.100987,.0083238,.0011194
310727,2009,.12,5.626087,2.971854,.0298691,.0019572,.0010156
313513,1996,5.28,2.29757,,.0822662,.1183376,.0021174
313513,1997,5.5066667,2.252504,2.29757,.1218854,.1183376,.0018387
313513,1998,4.86,4.195618,2.252504,.1345185,.1183376,.0017921
324902,2000,6.4733333,.0102268,,.0113186,.0001626,.0027189
324902,2001,2.1333333,0,.0102268,.0146809,.0924208,.0023842
324902,2002,1.4433333,0,0,.0113186,.024086,.0022613
324902,2003,.99666667,0,0,.0113186,.0264986,.0019246
324902,2004,1.95,.0013876,0,.0113693,.0326937,.0016095
327846,1994,5.1666667,.3756959,,.0349989,.0135806,.0024571
327846,1995,5.72,.2294402,.3756959,.0345923,.0134428,.0023683
327846,1996,5.28,.3023042,.2294402,.0368437,.0137619,.0021024
327846,1997,5.5066667,.3451806,.3023042,.0332304,.0224843,.001986
327846,1998,4.86,.2329473,.3451806,.0312387,.019905,.0018167
331647,1994,5.1666667,-.0371998,,.0225103,.0109391,.0078747
331647,1995,5.72,.3276933,-.0371998,.0279189,.0140891,.0068527
331647,1996,5.28,.3521042,.3276933,.0358678,.0172202,.0049347
331647,1997,5.5066667,.1133914,.3521042,.0432491,.0283018,.0043982
331647,1998,4.86,.472849,.1133914,.0379316,.0263234,.0042413
331647,1999,5.3066667,.4148358,.472849,.0330702,.025664,.003712
331647,2000,6.4733333,.5345146,.4148358,.0367098,.0128732,.0034631
331647,2001,2.1333333,2.563166,.5345146,.0232784,.0134471,.0032351
332907,1998,4.86,.1995621,,.0128114,.0041706,.0019516
332907,1999,5.3066667,.1566517,.1995621,.0125653,.0041146,.0020783
332907,2000,6.4733333,.0984315,.1566517,.0142529,.0052838,.0023629
332907,2001,2.1333333,.110643,.0984315,.015602,.0055347,.0026333
332907,2002,1.4433333,.1376864,.110643,.0145187,.0058246,.0030145
332907,2003,.99666667,.1324359,.1376864,.0159563,.0057518,.0027259
332907,2004,1.95,.2212049,.1324359,.0152257,.0062111,.003662
332907,2005,3.98,.1216143,.2212049,.0187259,.0116137,.0064185
332907,2006,5.2466667,-.0905071,.1216143,.0113186,-.0012092,.0058627
339401,1994,5.1666667,.5860519,,.0336824,.0084291,.0035447
339401,1995,5.72,1.211177,.5860519,.0423847,.0094695,.0034009
339401,1996,5.28,1.9803,1.211177,.038212,.015735,.0026915
339858,2003,.99666667,.3163826,,.0229365,.0175312,.0014795
339858,2004,1.95,.3950799,.3163826,.0238266,.0204647,.0014057
339858,2005,3.98,.4188976,.3950799,.0234666,.0203736,.0014615
339858,2006,5.2466667,.0391833,.4188976,.0224097,.0189075,.0014546
339858,2007,4.4966667,.2636771,.0391833,.0229649,.0188216,.0013428
339858,2008,.50666667,.725428,.2636771,.0199829,.0112314,.0013704
339858,2009,.12,1.144727,.725428,.0238012,.0180609,.0014051
339858,2010,.18666667,.5511574,1.144727,.0228261,.021015,.00146
339858,2011,.07333333,.3302272,.5511574,.0303685,.0176762,.0019463
339858,2012,.16,.1353908,.3302272,.0277183,.019753,.0019317
339858,2013,.08666667,-.0910351,.1353908,.0316614,.0209901,.0018177
339858,2014,.1,-.0223871,-.0910351,.028325,.0180114,.0018603
339858,2015,.16,.0734141,-.0223871,.0260305,.0168921,.0019573
339858,2016,.45,-.0273598,.0734141,.027267,.0127326,.0019154
339858,2017,1.2033333,.2692373,-.0273598,.0290113,.0174751,.0018488
349361,1994,5.1666667,.1568151,,.0364055,.0191508,.0369235
349361,1995,5.72,.41236,.1568151,.0339539,.0199513,.0380059
349361,1996,5.28,.2146481,.41236,.0410683,.0257757,.0396291
349361,1997,5.5066667,.1568766,.2146481,.032762,.020069,.0474922
349361,1998,4.86,.3339185,.1568766,.0408577,.0168868,.0475734
350152,1994,5.1666667,.1386852,,.0234429,.0121346,.0027334
350152,1995,5.72,.7707177,.1386852,.0288378,.0200672,.0026004
350152,1996,5.28,.0952652,.7707177,.0289496,.0205528,.002614
362445,1998,4.86,.2482896,,.0568576,.0457285,.0027666
362445,1999,5.3066667,.193146,.2482896,.049457,.0423449,.0021688
362445,2000,6.4733333,.4324951,.193146,.0450599,.0294733,.0034534
362445,2001,2.1333333,1.087247,.4324951,.0140233,.0050777,.0056225
362445,2002,1.4433333,.2607901,1.087247,.0304096,.0200025,.0068044
362445,2003,.99666667,.205517,.2607901,.0113186,.0334464,.0056958
362445,2004,1.95,.173919,.205517,.061636,.108702,.00344
362445,2005,3.98,.2358844,.173919,.0483031,.0388681,.0029559
363415,2002,1.4433333,.1915966,,.0421807,.0164687,.0014589
363415,2003,.99666667,.1024814,.1915966,.044531,.0173775,.0017273
363415,2004,1.95,.1889253,.1024814,.0356358,.012004,.0025952
363415,2005,3.98,.1810149,.1889253,.0327287,.0114977,.0039085
363415,2006,5.2466667,.1194353,.1810149,.0312991,.0127709,.0041677
363415,2007,4.4966667,.5173864,.1194353,.0349077,.0136996,.0041447
363835,1994,5.1666667,1.025642,,.1016293,.0314539,.0019757
370271,2012,.16,2.45777,,.0233028,.0103016,.0031609
370271,2013,.08666667,.6112235,2.45777,.0226447,.0135396,.0030584
370271,2014,.1,.2045536,.6112235,.022629,.0138792,.0028702
370271,2015,.16,.0351921,.2045536,.0113186,.0001006,.0020879
370271,2016,.45,-.4311258,.0351921,.0113186,.00033,.0021306
370271,2017,1.2033333,-.7688891,-.4311258,.0123746,-.0006321,.0028026
372930,1994,5.1666667,.2926424,,.0277395,.0160833,.0041967
372930,1995,5.72,.7935805,.2926424,.0845409,.0343823,.0087479
372930,1996,5.28,.3326521,.7935805,.0302735,.0120748,.0102709
373861,1994,5.1666667,.2876318,,.0514056,.0282017,.0028017
373861,1995,5.72,.482562,.2876318,.0425532,.0244104,.0028205
373861,1996,5.28,.6570542,.482562,.0347096,.0221134,.0031377
374149,1996,5.28,-.5808835,,.0220045,.0127778,.0018125
374149,1997,5.5066667,.1963146,-.5808835,.0212306,.012922,.0018363
374149,1998,4.86,.1447179,.1963146,.0189845,.0119655,.0020151
374149,1999,5.3066667,.4398181,.1447179,.0293639,.0230689,.001783
374149,2001,2.1333333,.5681736,,.0244395,.0165856,.0014515
390532,1994,5.1666667,.685142,,.037963,.0178542,.0022713
390532,1995,5.72,1.405645,.685142,.0328278,.0218328,.0028182
390532,1996,5.28,1.364291,1.405645,.0268182,.0301333,.0028277
392620,1994,5.1666667,.0414929,,.0235283,.0131822,.0055572
392620,1995,5.72,.0347848,.0414929,.0219073,.0142987,.0062488
392620,1996,5.28,.1401053,.0347848,.0228767,.0148136,.005874
392620,1997,5.5066667,.6175755,.1401053,.0316319,.0178228,.0103603
392620,1998,4.86,.7269536,.6175755,.0313012,.0205805,.0114566
392620,1999,5.3066667,.5337875,.7269536,.0329372,.0222276,.0111696
392620,2000,6.4733333,.6764674,.5337875,.0297706,.0222518,.0112445
392620,2001,2.1333333,.9870706,.6764674,.0328572,.0187182,.0111157
395238,2010,.18666667,5.626087,,.0273147,.0083246,.0024739
395238,2011,.07333333,2.116427,5.626087,.0264459,.0059762,.0020616
395238,2012,.16,3.847145,2.116427,.0261904,.006238,.0018273
395238,2013,.08666667,.5061155,3.847145,.0277877,.0083751,.0017555
395238,2014,.1,.2929348,.5061155,.0258479,.0083644,.0017205
395238,2015,.16,.0613784,.2929348,.0235256,.0074764,.0017856
395238,2016,.45,.1390218,.0613784,.0230588,.0074446,.0017793
400637,1997,5.5066667,.2063886,,.038202,.0202064,.0013923
413208,1994,5.1666667,.7254359,,.0384779,.014553,.0045848
413208,1995,5.72,1.019755,.7254359,.0339455,.0142443,.0047316
413208,1996,5.28,1.05362,1.019755,.0290164,.0125748,.005126
413208,1997,5.5066667,.775903,1.05362,.0252799,.0108138,.0062758
413208,1998,4.86,.7331982,.775903,.0234209,.0140578,.0062407
413208,1999,5.3066667,.2584364,.7331982,.0113186,.0056449,.0139923
413208,2000,6.4733333,.6126041,.2584364,.0239428,.0079259,.0130112
413208,2001,2.1333333,1.253973,.6126041,.0234665,.0119451,.0130847
413208,2002,1.4433333,.6828572,1.253973,.0215261,.0114416,.0124231
413208,2003,.99666667,.4289663,.6828572,.0219103,.0114452,.0124438
413208,2004,1.95,.1590548,.4289663,.0170333,.0076212,.016718
413208,2005,3.98,.9042875,.1590548,.0186289,.0129254,.016954
413208,2006,5.2466667,.9950026,.9042875,.0202731,.0130651,.0167745
413208,2007,4.4966667,1.256424,.9950026,.0204357,-.0008638,.0169111
413208,2008,.50666667,2.135371,1.256424,.0201041,-.0012092,.0149828
413208,2009,.12,4.467299,2.135371,.0226275,.0128225,.0142956
413208,2010,.18666667,3.031825,4.467299,.0208496,.0099667,.0151843
413208,2011,.07333333,.4822431,3.031825,.0198641,.0083383,.0158104
413208,2012,.16,.7276717,.4822431,.0142431,.0063248,.0129163
413208,2013,.08666667,.2468525,.7276717,.0208355,.0060464,.012195
413208,2014,.1,.0819309,.2468525,.0187894,.0079237,.0114801
413208,2015,.16,.1618234,.0819309,.0175578,.0065405,.011462
413208,2016,.45,.3405263,.1618234,.0175823,.0037364,.0117453
413208,2017,1.2033333,.4457093,.3405263,.0218318,.0116477,.0103507
423355,1998,4.86,2.260452,,.0743609,.035238,.0050639
423355,1999,5.3066667,.6628575,2.260452,.0335158,.0150013,.005744
423355,2000,6.4733333,.4121689,.6628575,.0318198,.0168963,.0055719
423355,2001,2.1333333,.5782307,.4121689,.037822,.0233462,.005011
423355,2002,1.4433333,1.046326,.5782307,.0334517,.0248449,.0048528
423355,2003,.99666667,.8793185,1.046326,.0348,.0232869,.0042379
423355,2004,1.95,.3698966,.8793185,.0342849,.0157026,.0040053
427719,1994,5.1666667,2.196086,,.080341,.1183376,.0016515
427719,1995,5.72,2.85524,2.196086,.063349,.0852927,.0021426
427719,1996,5.28,5.626087,2.85524,.0625718,.1183376,.002119
427719,1997,5.5066667,5.626087,5.626087,.0610587,.0845824,.0020351
427719,1998,4.86,1.724132,5.626087,.0721693,.1183376,.0020043
427719,1999,5.3066667,3.547676,1.724132,.1345185,.1183376,.0031648
427719,2000,6.4733333,2.233729,3.547676,.133828,.1183376,.0031351
427719,2001,2.1333333,5.626087,2.233729,.1345185,.1183376,.0023886
427719,2002,1.4433333,5.626087,5.626087,.1198795,.1183376,.0025217
427719,2003,.99666667,5.280042,5.626087,.1065331,.1183376,.0026417
438368,1994,5.1666667,.5962651,,.0368414,.0086754,.0019941
438368,1995,5.72,2.028124,.5962651,.0360913,.0096567,.0017742
438368,1997,5.5066667,.3661861,,.0352142,.0101615,.0016256
438368,1998,4.86,.4910074,.3661861,.0334296,.01085,.0015974
438368,1999,5.3066667,.5227674,.4910074,.0317527,.0092865,.0016173
438368,2001,2.1333333,1.261696,,.0372391,.0087354,.0016348
440503,1994,5.1666667,.4646941,,.0374219,.0217869,.0037369
440503,1995,5.72,.3209342,.4646941,.0583804,.0344071,.0035757
440503,1996,5.28,.5007883,.3209342,.0558915,.0403321,.0034004
445339,1996,5.28,.3593217,,.0292685,.0120727,.0018025
445339,1997,5.5066667,-.0282739,.3593217,.023918,.0112708,.0017565
445339,1998,4.86,.0910285,-.0282739,.020972,.010854,.001904
445339,1999,5.3066667,.0164819,.0910285,.018206,.0093588,.0020514
445339,2000,6.4733333,.9986389,.0164819,.0185834,.0069143,.0020057
445339,2001,2.1333333,1.203591,.9986389,.0118406,.0058511,.0025507
445843,1994,5.1666667,3.043013,,.0635872,.0186246,.0020636
445843,1995,5.72,-.8148405,3.043013,.0113186,-.0012092,.002183
445843,1996,5.28,.377342,-.8148405,.0364382,.016818,.0019962
445843,1997,5.5066667,-.0851352,.377342,.0375191,.0184025,.0019207
445843,1998,4.86,.0321152,-.0851352,.03145,.0154667,.0019753
445843,1999,5.3066667,.0721007,.0321152,.0296272,.0171674,.0019051
445843,2000,6.4733333,.2373399,.0721007,.027294,.0143876,.0019369
445843,2001,2.1333333,.3868747,.2373399,.0738302,.0401741,.0065381
445843,2002,1.4433333,.3943767,.3868747,.0261324,.0345002,.006596
445843,2003,.99666667,.0884765,.3943767,.0298586,.0247752,.0061136
445843,2004,1.95,.1920458,.0884765,.0302393,.0037625,.0047301
445843,2005,3.98,.0741174,.1920458,.0311883,.0163306,.0043477
445843,2006,5.2466667,.2281676,.0741174,.0113186,-.0012092,.0050374
445843,2007,4.4966667,-.5946023,.2281676,.0113186,-.0012092,.0033844
451965,1994,5.1666667,.6384746,,.0457469,.0247835,.0130561
451965,1995,5.72,.4808981,.6384746,.0510225,.040839,.0114186
451965,1996,5.28,.3896238,.4808981,.0629306,.0249424,.0217743
451965,1997,5.5066667,.5180159,.3896238,.0439111,.0256952,.0178672
451965,1998,4.86,.5125468,.5180159,.0622583,.0286486,.0161231
451965,1999,5.3066667,.489668,.5125468,.0940238,.0726359,.0169265
451965,2000,6.4733333,.3226705,.489668,.0587853,.0479146,.0187777
451965,2001,2.1333333,.5206584,.3226705,.0394669,.0341496,.021853
451965,2002,1.4433333,.427141,.5206584,.0365354,.0289366,.0264103
451965,2003,.99666667,.3100245,.427141,.0658112,.0463282,.0335296
451965,2004,1.95,.2662868,.3100245,.0405618,.0313333,.0442751
451965,2005,3.98,.3169659,.2662868,.0387147,.0288351,.0453733
451965,2006,5.2466667,.479966,.3169659,.0422203,.0313943,.0403658
451965,2007,4.4966667,1.026999,.479966,.040542,.030103,.0428856
451965,2008,.50666667,2.311475,1.026999,.0387785,.0173594,.0444653
451965,2009,.12,3.145015,2.311475,.0477941,.0459478,.0520613
451965,2010,.18666667,1.783497,3.145015,.036107,.027151,.0924107
451965,2011,.07333333,1.17346,1.783497,.0330438,.0233493,.0891396
451965,2012,.16,.8758285,1.17346,.0311312,.0250433,.0875511
451965,2013,.08666667,.4011176,.8758285,.0268171,.0192749,.0931795
451965,2014,.1,.3029284,.4011176,.025363,.0169574,.0984825
451965,2015,.16,.3397416,.3029284,.0243217,.0168585,.1008011
451965,2016,.45,.3586073,.3397416,.0242839,.0157732,.1028717
451965,2017,1.2033333,.3234784,.3586073,.0314556,.014582,.1002727
455365,1994,5.1666667,2.100889,,.0608064,.1159602,.00232
455365,1995,5.72,3.275016,2.100889,.0723274,.1128282,.0021793
455365,1996,5.28,3.554968,3.275016,.0615746,.0715858,.0026319
455365,1997,5.5066667,3.937543,3.554968,.0815799,.0834554,.0018853
455365,1998,4.86,2.615786,3.937543,.0904698,.1183376,.0016679
455365,2000,6.4733333,2.238217,,.0754375,.1183376,.0018004
455365,2003,.99666667,3.423436,,.0618664,.0959722,.0025399
455365,2004,1.95,5.027786,3.423436,.0703357,.0995271,.0022129
455365,2005,3.98,5.626087,5.027786,.0947534,.1183376,.0018619
455534,1994,5.1666667,.2219635,,.0199819,.0078152,.0025676
455534,1995,5.72,.5089074,.2219635,.0181055,.0064864,.0026088
455534,1996,5.28,.2795241,.5089074,.0185378,.0062694,.0029395
455534,1997,5.5066667,.5021768,.2795241,.0202913,.0095423,.0033751
455534,1998,4.86,.3378512,.5021768,.0192594,.0105171,.0041472
455534,1999,5.3066667,.4740328,.3378512,.0219948,.0113218,.0053254
455534,2000,6.4733333,.523251,.4740328,.0254043,.0181402,.0079397
455534,2001,2.1333333,.9385782,.523251,.0219778,.0093632,.0085021
455534,2002,1.4433333,.9308362,.9385782,.0227312,.0127009,.0082578
455534,2003,.99666667,.7908929,.9308362,.0228832,.0089647,.0082004
455534,2004,1.95,.2824217,.7908929,.0220183,.0094022,.0077046
455534,2005,3.98,.1672355,.2824217,.0229629,.0117016,.0079955
455534,2006,5.2466667,.1881982,.1672355,.0241772,.0238163,.0073879
455534,2007,4.4966667,-.5170764,.1881982,.0113186,-.0012092,.0068219
460024,1994,5.1666667,.7110382,,.0783578,.070614,.0016884
460024,1995,5.72,1.227833,.7110382,.0821516,.0276628,.0024869
460024,1996,5.28,1.33501,1.227833,.0440287,.026612,.0025625
460855,2001,2.1333333,.5164839,,.0807814,.0372366,.0029804
460855,2002,1.4433333,.2146202,.5164839,.0279063,.0168676,.0030621
460855,2003,.99666667,.4244562,.2146202,.0263753,.0164655,.0030469
460855,2004,1.95,-.6516002,.4244562,.0113186,-.0012092,.0034346
476810,1994,5.1666667,.8061848,,.0422449,.0233744,.0526303
476810,1995,5.72,.7325256,.8061848,.0398891,.0247694,.051197
476810,1996,5.28,.4640758,.7325256,.0447956,.0288458,.0529191
476810,1997,5.5066667,.5125086,.4640758,.0407771,.0257981,.0526061
476810,1998,4.86,.8115848,.5125086,.0585719,.0238887,.0555953
476810,1999,5.3066667,.7564678,.8115848,.0422813,.0287162,.0576248
476810,2000,6.4733333,.7322315,.7564678,.0398842,.02973,.0621007
476810,2001,2.1333333,1.811556,.7322315,.0355482,.0257238,.0702688
476810,2002,1.4433333,2.154675,1.811556,.0431944,.027946,.0716893
476810,2003,.99666667,2.124624,2.154675,.037298,.0294302,.0779257
476810,2004,1.95,1.343462,2.124624,.037637,.0291996,.0839585
476810,2005,3.98,1.050658,1.343462,.0379789,.0284446,.0794928
476810,2006,5.2466667,.4006132,1.050658,.0191153,.0011535,.1032249
476810,2007,4.4966667,1.332493,.4006132,.0266994,-.0012092,.1147362
476810,2008,.50666667,2.754183,1.332493,.0451232,-.0012092,.1012338
476810,2009,.12,4.397159,2.754183,.0274574,.007443,.0993169
476810,2010,.18666667,2.808135,4.397159,.0239489,.0094118,.0967714
476810,2011,.07333333,2.355969,2.808135,.0296029,.0097807,.0988992
476810,2012,.16,1.743789,2.355969,.0293163,.0107873,.0908202
476810,2013,.08666667,1.301871,1.743789,.0245528,.0118219,.0919482
476810,2014,.1,1.165544,1.301871,.0302527,.0103948,.0871524
476810,2015,.16,1.156731,1.165544,.0235728,.0111709,.0813504
476810,2016,.45,1.101816,1.156731,.0224218,.0111027,.0803792
476810,2017,1.2033333,1.034588,1.101816,.0221043,.009342,.079462
480228,1994,5.1666667,.0130987,,.0230135,.0138881,.0078213
480228,1995,5.72,.2823988,.0130987,.0291886,.0155515,.0184169
480228,1996,5.28,.1301905,.2823988,.0279707,.0147275,.0177571
480228,1997,5.5066667,.2365081,.1301905,.0247657,.0127346,.0402147
480228,1998,4.86,.662774,.2365081,.0499863,.0300574,.0585944
480228,1999,5.3066667,.6292726,.662774,.0318401,.0203942,.1004759
480228,2000,6.4733333,1.018923,.6292726,.026624,.0169164,.0949592
480228,2001,2.1333333,1.226099,1.018923,.0334753,.0235784,.0857019
480228,2002,1.4433333,1.032871,1.226099,.0305422,.0215996,.0812789
