year,rssdid,total_payout_ratio_w,borrowing_assets,borrowing_dep_total,s_dep,s_loan,deposits_assets,net_nonintexp_assets,leverage,MB_w,assets_share
1996,280110,,.2957115,.4633437,2.933248,1.691196,.638212,.013976,15.13396,,.006107
2006,280110,,.2216526,.3164017,3.01634,1.045837,.7005416,.0078689,12.8525,,.0089183
2005,280110,,.2379499,.3478418,2.392831,1.694975,.6840749,.0139073,12.82459,,.0100096
1996,298816,.0491859,.1121583,.1381292,2.487786,5.013239,.8119805,.0285865,13.18196,3.013659,.0093694
1994,298816,.0505277,.1500938,.1948819,3.366847,2.275286,.7701782,.0299466,12.54265,1.603071,.0054731
1995,298816,.0791474,.1491705,.1922226,4.065094,2.306193,.7760304,.0161504,13.36915,2.198241,.0050187
1997,298816,.0756967,.1569961,.20283,3.376374,1.746703,.7740279,.0217943,14.49779,4.710343,.0091001
2008,310727,.0925926,.1703202,.2392258,-1.798944,3.502904,.7119641,.0926632,8.495044,.3058971,.0011194
2009,310727,.0465336,.1157966,.1466853,-1.217991,2.825601,.7894218,.0279119,10.55057,.2553403,.0010156
2007,310727,.0460652,.1663878,.2345746,1.406073,3.664202,.7093171,.0156794,8.045368,.7304817,.0012691
1998,313513,.030022,.3382783,.7030444,3.492486,3.737904,.2027497,.0161809,3.880182,2.951222,.0017921
1996,313513,,.3382783,.7030444,.2686155,1.529981,.2027497,-.0360714,8.243558,,.0021174
1997,313513,,.3382783,.7030444,2.981644,1.231578,.2149119,.0035478,6.679354,,.0018387
2004,324902,,.1256005,.1544495,.7357633,.2385448,.8132137,-.0213245,16.34366,,.0016095
2001,324902,,.0405462,.0454669,-.2145971,1.301081,.8917746,-.0777399,14.77559,,.0023842
2003,324902,,.0883055,.1036173,.5398096,.4875771,.8522277,-.01518,16.81611,,.0019246
2002,324902,,.1259722,.1534897,.29271,.7237061,.820721,-.0127674,18.34885,,.0022613
2000,324902,,.018959,.0203687,1.461949,1.226947,.93079,.011156,18.34885,,.0027189
1998,327846,,.106309,.128183,2.635486,2.936616,.8293533,.0113336,15.543,,.0018167
1995,327846,.0307961,.1419089,.1832854,2.782788,2.552747,.774251,.0211496,11.92747,1.564128,.0023683
1996,327846,.0389574,.092591,.1131784,2.660619,1.952527,.8180982,.0230818,11.19686,1.967678,.0021024
1994,327846,.0787388,.1448772,.1897441,2.73103,.0549469,.7635401,.0214183,10.9191,1.296659,.0024571
1997,327846,.0859307,.1201265,.1497663,3.14273,2.520901,.8020931,.0107461,12.85672,3.107199,.001986
2001,331647,.0133915,.1270323,.1596135,1.230578,1.372526,.7958741,.0098313,12.97123,2.253042,.0032351
1997,331647,.0859307,.1596342,.2134611,3.3679,3.333272,.7478376,.0149473,10.80752,3.107199,.0043982
1995,331647,.0307961,.2656626,.4042578,2.019444,2.511818,.6571614,.0138298,12.9574,1.564128,.0068527
1998,331647,,.1438433,.1829819,2.927922,3.037894,.7861069,.0116082,14.27556,,.0042413
1994,331647,.0787388,.2836908,.4311579,2.661905,.1400103,.6579744,.0115711,17.14241,1.296659,.0078747
2000,331647,.0265062,.170031,.225393,3.971888,3.36853,.754376,.0238366,13.22875,2.302995,.0034631
1996,331647,.0389574,.1686485,.229915,2.844923,1.866162,.7335254,.0186476,10.22222,1.967678,.0049347
1999,331647,.0916543,.1240152,.1550987,3.503455,2.327801,.7995887,.0074062,13.08968,1.844422,.003712
2001,332907,.0180953,.2613199,.4027887,1.051309,3.388038,.6487767,.0100673,11.12305,3.626159,.0026333
1999,332907,.1588953,.3382783,.7030444,3.38292,1.877543,.543368,.0084507,18.08709,3.606988,.0020783
2003,332907,.062595,.185204,.2566601,.8480044,3.104439,.7215926,.0102044,10.72923,4.174915,.0027259
1998,332907,.0511958,.326864,.5444691,2.507375,4.198459,.6003353,.0086408,13.73614,4.062449,.0019516
2002,332907,.0605168,.301701,.4912656,1.052955,4.076409,.6141301,.0086941,11.88086,3.53783,.0030145
2006,332907,,.1051482,.1619477,5.15764,-.8695197,.6492726,.0125278,4.072006,,.0058627
2005,332907,.0575115,.1959151,.3113787,2.661347,1.527871,.629186,.0071122,5.717588,1.419375,.0064185
2004,332907,0,.2156437,.3117523,1.533678,2.390631,.6917148,.0090146,10.79429,1.536021,.003662
2000,332907,.0092072,.3008572,.4943478,4.318954,2.593638,.6085941,.0089691,11.04378,3.254266,.0023629
1995,339401,.0164727,.1533194,.1968982,3.287973,3.979554,.7786737,.0329152,14.7044,1.794496,.0034009
1996,339401,.0385423,.1544449,.2001242,2.820082,3.688025,.7717451,.022477,13.54829,2.022106,.0026915
1994,339401,.0973443,.1136242,.1382688,3.506745,1.344773,.821763,.0252533,15.47682,1.456648,.0035447
2017,339858,.0206289,.2061921,.2976439,1.332033,2.16394,.6927475,.0115362,9.895066,1.72722,.0018488
2016,339858,.0331614,.2143123,.3087278,.6830119,2.1175,.6941788,.0145344,10.92789,1.656741,.0019154
2015,339858,.0884681,.2278157,.3328932,.3932159,2.148061,.6843507,.0091384,11.38517,1.219543,.0019573
2014,339858,.0360511,.1604819,.2141567,.2817218,2.131287,.7493665,.0103136,11.09241,1.256626,.0018603
2007,339858,.0222761,.3382783,.7030444,2.62963,3.464337,.5149619,.0041433,15.91603,1.797948,.0013428
2005,339858,.0096181,.3382783,.7030444,2.689452,2.382937,.51603,.003093,15.40103,1.968791,.0014615
2009,339858,.0212917,.3382783,.7030444,.4476984,2.414865,.5283828,.0057403,14.84359,1.460685,.0014051
2011,339858,.0306853,.1548674,.2048605,.1986202,3.60186,.7559648,.0126923,11.21481,1.361094,.0019463
2013,339858,.0261689,.1365755,.1754215,.2913471,2.421563,.7785563,.0106713,11.78298,1.512115,.0018177
2004,339858,.0022137,.3382783,.7030444,1.33102,1.92703,.5181065,.0033619,13.4638,2.07183,.0014057
2003,339858,.0031918,.3382783,.7030444,.6716586,1.618539,.5327272,.0054052,15.04591,1.802884,.0014795
2006,339858,.0157944,.3382783,.7030444,3.236912,2.952588,.4950874,.0035022,14.96052,2.142563,.0014546
2010,339858,.0204461,.3382783,.6205098,.3559816,3.173815,.5771697,.0018111,15.45811,1.444371,.00146
2008,339858,.0263911,.3382783,.7030444,-.2573132,2.913629,.5433176,.0087515,18.34885,1.476452,.0013704
2012,339858,.0556253,.1402137,.180825,.2903736,3.443529,.7754114,.0079654,11.85187,1.258034,.0019317
1994,349361,.0414612,.1631205,.214667,3.602071,-.1153069,.7598767,.0172547,12.98654,.9266062,.0369235
1996,349361,.0553751,.2041445,.2808724,3.040908,1.284797,.7268229,.0152926,14.48591,1.918569,.0396291
1995,349361,.0666228,.1986438,.2722804,3.406309,2.041376,.729556,.0140026,13.92755,1.351906,.0380059
1997,349361,.0587349,.2083871,.2922649,3.102607,1.558877,.7130077,.0126929,12.72182,2.61292,.0474922
1998,349361,,.2003309,.274725,2.715261,2.645157,.7292051,.0239709,14.19164,,.0475734
1994,350152,.0519501,.2163955,.2989178,3.571189,.0531964,.7239299,.0113084,16.75756,1.285757,.0027334
1995,350152,.0346828,.2318185,.3334037,3.49382,2.543119,.6953087,.0087706,13.72254,1.807049,.0026004
1996,350152,,.2344703,.3356696,3.43223,1.683704,.6985152,.0083968,14.92215,,.002614
2002,362445,.0439239,.3382783,.7030444,.9376276,2.68993,.2394217,.0104071,13.13667,2.010822,.0068044
2000,362445,.0396522,.3382783,.7030444,3.515873,2.09855,.4044142,.0155866,9.451653,2.5986,.0034534
2005,362445,.098706,.3382783,.7030444,2.653309,2.685227,.4128349,.009435,9.852877,1.636991,.0029559
2004,362445,.0819224,.3382783,.6325626,.8776874,5.437377,.5387182,-.047066,8.298146,1.896779,.00344
2001,362445,.0396717,.3382783,.7030444,1.180926,2.056592,.3368621,.0089456,12.15043,2.406205,.0056225
1998,362445,.025931,.2700861,.4381705,.7366859,6.170829,.6163949,.0111291,8.809096,3.391049,.0027666
2003,362445,.0368297,.3382783,.7030444,.5666298,3.085066,.3679993,-.0221278,11.07233,2.204762,.0056958
1999,362445,.0781002,.3194211,.5693001,2.710546,1.296107,.5610768,.0071121,8.368051,2.523859,.0021688
2002,363415,.0140368,.1743041,.2268587,1.481911,3.000149,.7683378,.025712,17.43433,3.191838,.0014589
2006,363415,.0157377,.0366639,.0405604,3.047121,1.820431,.9039319,.0185282,16.83382,2.373584,.0041677
2003,363415,.014338,.0462521,.0516824,1.21153,1.970581,.8949303,.0271534,17.00172,3.155385,.0017273
2007,363415,.0170675,.0259174,.0281,2.486103,2.524809,.9223261,.0212081,18.34885,2.68154,.0041447
2005,363415,.0162069,.0362605,.0400762,2.617746,1.512821,.9047869,.021231,16.96279,2.662306,.0039085
2004,363415,.0121896,.0468565,.0523906,1.910293,1.990642,.8943683,.0236317,17.01396,3.089892,.0025952
1994,363835,.054,.1135854,.1406397,1.55997,4.338902,.8076339,.0701753,12.69346,1.194176,.0019757
2012,370271,,.1344595,.1815107,-.0279854,3.909635,.7407796,.0130012,8.015331,,.0031609
2015,370271,,.0096018,.0107277,.0760907,2.63669,.8950508,.011218,10.48796,,.0020879
2014,370271,,.1223613,.1651223,.0575903,2.913191,.7410344,.0087498,7.320415,,.0028702
2013,370271,,.1397624,.1906954,.0394883,2.698689,.7329091,.0091051,7.853697,,.0030584
2017,370271,0,.0416798,.0472295,1.116942,3.23142,.8824953,.0130067,13.18829,2.122719,.0028026
2016,370271,,.0180872,.0202373,.3650143,3.123281,.8937567,.0109886,11.34351,,.0021306
1995,372930,.0298743,.2115618,.2995268,2.335955,6.280428,.7063199,.0501586,12.17756,1.504094,.0087479
1994,372930,.041662,.3382783,.7030444,4.131137,-.2504387,.5102048,.0116562,15.82658,1.144486,.0041967
1996,372930,.0245524,.1329923,.1695909,3.062235,-1.725017,.7841947,.0181987,12.0754,2.070426,.0102709
1995,373861,.030632,.2182088,.3153754,3.717616,2.159535,.6919017,.0181428,11.12477,2.052512,.0028205
1994,373861,.040221,.253369,.3846883,4.028624,.0355921,.6586345,.0232039,11.3641,1.364464,.0028017
1996,373861,.0255911,.2450665,.3612916,3.051588,1.992862,.6783065,.0125962,13.05023,2.583112,.0031377
1996,374149,.0327577,.3382783,.5858364,2.806798,1.541173,.5969478,.0092267,18.34885,2.259898,.0018125
1998,374149,.025931,.314232,.5015123,2.663437,2.28627,.6265689,.007019,16.89215,3.391049,.0020151
2001,374149,.0396717,.3139558,.5031514,.6819219,.1848036,.6239787,.0078538,16.11201,2.406205,.0014515
1999,374149,.0781002,.3382783,.7030444,2.082022,.3984671,.4679597,.006295,17.99137,2.523859,.001783
1997,374149,.0253992,.3382783,.5584089,2.96212,1.563521,.6073879,.0083086,18.34885,3.241883,.0018363
1996,390532,.0297297,.3382783,.5633476,2.77653,-.9925265,.6039215,-.0033152,17.90163,2.078211,.0028277
1995,390532,.035236,.2946085,.453635,2.624173,4.052323,.6494395,.010995,17.87247,1.744394,.0028182
1994,390532,.041571,.1542268,.1956829,2.491169,.7047825,.7881467,.0201088,17.35315,1.3494,.0022713
2001,392620,,.1617369,.2498994,1.436302,2.459269,.6472081,.014139,5.234094,,.0111157
1995,392620,.0301639,.3382783,.7030444,3.186217,1.8979,.4599655,.0076087,15.42682,2.065296,.0062488
1996,392620,.0269027,.3382783,.7030444,2.818139,1.347394,.4944963,.0080631,14.84974,2.460819,.005874
1998,392620,.0212723,.2298757,.3396262,2.483773,3.926306,.6768491,.0107207,10.72096,3.324806,.0114566
1994,392620,.0381395,.3382783,.7030444,3.598235,-.2662101,.5024,.010346,15.00152,1.67735,.0055572
1999,392620,.0302941,.230682,.3415621,3.036597,2.080788,.6753736,.0107096,10.6446,2.425258,.0111696
1997,392620,.0207088,.2790355,.4342658,3.302163,2.094624,.6425453,.013809,12.75199,3.228616,.0103603
2000,392620,.0392259,.2373038,.3554526,3.389917,3.280478,.6676104,.0075187,10.51682,1.881446,.0112445
2010,395238,.0151613,.0665451,.0799357,-.358815,3.56889,.8324831,.0189901,9.903756,1.006066,.0024739
2016,395238,.0640636,.0559536,.0671706,.5197427,2.470228,.8330064,.0156142,9.005763,1.792572,.0017793
2014,395238,.0258646,.0633312,.0778832,.2143554,2.535559,.8131557,.0174835,8.096309,1.264907,.0017205
2013,395238,.0111114,.0610605,.074966,.1644354,2.867906,.8145093,.0194126,8.036633,1.239926,.0017555
2012,395238,.0163261,.0481067,.0593332,.205498,3.889376,.8107882,.0199524,7.086916,.7377648,.0018273
2015,395238,.063307,.0552702,.0667694,.2231101,2.412063,.8277785,.0160492,8.55057,1.459435,.0017856
2011,395238,.0283694,.0539874,.0647013,-.2220837,3.897613,.83441,.0204697,8.960363,.588835,.0020616
1997,400637,.0140659,.1217393,.1563508,3.385222,2.586154,.7786296,.0179956,10.03703,3.655648,.0013923
2005,413208,,.29031,.46023,1.758266,1.148587,.6307934,.0057035,12.67482,,.016954
2009,413208,,.1635268,.2204877,-.2162067,3.911865,.7416593,.0098049,10.54698,,.0142956
1996,413208,,.1097708,.1355866,2.885068,3.360478,.8095987,.0164416,12.40226,,.005126
2016,413208,,.1373997,.1849079,.0182361,2.1175,.7430709,.0138459,8.366141,,.0117453
1998,413208,,.1217152,.150636,2.027128,3.210588,.8080083,.0093631,14.2295,,.0062407
2012,413208,,.2146977,.313639,.0823932,3.042091,.6845377,.0079184,9.924118,,.0129163
2015,413208,,.1308581,.1769972,-.1820676,2.148061,.7393231,.0110173,7.703046,,.011462
2006,413208,,.2785611,.4302432,2.192581,1.865288,.6474503,.007208,13.51558,,.0167745
2017,413208,,.1328475,.1799662,.4510241,1.663061,.7381805,.0101841,7.753621,,.0103507
2010,413208,,.192748,.2714523,-.0568862,3.697602,.7100619,.0108829,10.28911,,.0151843
1995,413208,,.1019337,.1247379,3.147639,3.492891,.8171831,.0197012,12.36351,,.0047316
1999,413208,,.1470761,.2001132,4.031249,-.9736671,.7349646,.0056737,8.477501,,.0139923
2004,413208,,.3300534,.5615892,.920384,.5235142,.5877132,.0094121,12.16052,,.016718
1997,413208,,.1655775,.2168839,2.702531,2.699692,.7634386,.0144661,14.0877,,.0062758
2000,413208,,.2011119,.2829836,2.171783,3.347851,.710684,.016017,11.33735,,.0130112
2013,413208,,.2143204,.3131552,.1021781,2.293222,.6843903,.014789,9.872709,,.012195
2014,413208,,.1520795,.2050358,.111062,2.131287,.7417219,.0108656,9.416318,,.0114801
2011,413208,,.1818883,.2514364,.0217125,2.779632,.723397,.0115258,10.55802,,.0158104
2002,413208,,.2194342,.3151784,.625141,2.687197,.6962223,.0100845,11.85628,,.0124231
2008,413208,,.2354498,.3388403,-.7197776,4.223231,.6948696,.0213133,14.35121,,.0149828
2007,413208,,.2883127,.4441553,1.326333,2.823346,.6491261,.0212994,15.98434,,.0169111
2001,413208,,.2268937,.3282594,.3925378,2.418114,.6912024,.0115214,12.20943,,.0130847
1994,413208,,.0919579,.1104738,3.268218,.4276952,.8323956,.023925,13.21938,,.0045848
2003,413208,,.2204242,.3174487,.5052758,1.532658,.6943617,.0104651,11.73514,,.0124438
2002,423355,.0592325,.2168559,.3168387,.9384905,3.245592,.6844361,.0086068,10.13089,1.73625,.0048528
2003,423355,.0423499,.1680669,.230583,1.029517,2.333358,.7288783,.0115131,9.703578,1.946659,.0042379
2001,423355,.0443164,.1870154,.2621717,.5794697,3.087018,.7133316,.0144758,10.03481,1.933281,.005011
2000,423355,.0559441,.2469218,.3706112,3.447473,3.201068,.6662558,.0149235,11.51776,1.660749,.0055719
1999,423355,.0507131,.2137495,.3038908,2.789802,2.404062,.7033761,.0185144,12.06645,1.982257,.005744
1998,423355,.0441379,.1335532,.1717031,.9412388,7.586719,.7778148,.039123,11.2826,2.172095,.0050639
2004,423355,,.1231821,.1811282,1.924543,2.063614,.6800823,.0185823,5.082964,,.0040053
2003,427719,.0520011,.3382783,.7030444,-4.011946,8.728815,.2027497,-.0118045,5.836041,2.179502,.0026417
1997,427719,.0859307,.3382783,.7030444,.4952822,6.136396,.2027497,-.0235237,8.50361,3.107199,.0020351
2002,427719,.0241104,.3382783,.7030444,-3.568051,8.964944,.2526136,.0015419,5.246184,1.895976,.0025217
2000,427719,.0265062,.3382783,.7030444,1.512877,6.417848,.3672568,.0154903,7.760896,2.302995,.0031351
1994,427719,.0712564,.3382783,.7030444,1.317664,2.132743,.2027497,-.0379966,8.173749,1.094037,.0016515
1998,427719,,.3382783,.7030444,-.1051484,7.321497,.2027497,-.0461683,8.725027,,.0020043
1996,427719,.0389574,.3382783,.7030444,.2686155,5.862686,.2027497,-.0557658,9.369829,1.967678,.002119
1999,427719,.0916543,.3382783,.7030444,.408174,5.906557,.2027497,.0161809,6.25562,1.844422,.0031648
2001,427719,.0133915,.3382783,.7030444,-2.866817,7.888654,.4191395,.0161809,5.042422,2.253042,.0023886
1995,427719,,.3382783,.7030444,.7086155,4.729136,.2027497,-.0219437,10.0059,,.0021426
1995,438368,,.119814,.1524048,2.688257,2.844126,.7861559,.0264346,10.63489,,.0017742
1998,438368,,.0932306,.1149076,2.556312,3.389004,.8113522,.0225796,10.48028,,.0015974
1999,438368,,.1575176,.209176,3.104669,1.689013,.7530384,.0224661,11.18017,,.0016173
1994,438368,,.1205453,.1516793,2.71628,.114584,.7947379,.028166,11.80402,,.0019941
1997,438368,,.1126114,.1422453,2.868904,2.569217,.7916701,.0250527,10.44731,,.0016256
2001,438368,,.0690559,.0834074,.8142528,2.646752,.8279347,.0285037,9.707851,,.0016348
1996,440503,,.221772,.3102169,2.594534,1.933306,.7148935,.0155594,15.78919,,.0034004
1995,440503,,.2127368,.2979895,2.755989,2.379262,.7139071,.0239733,13.63212,,.0035757
1994,440503,,.1737566,.2313072,2.609336,.9905319,.7511941,.015635,13.32458,,.0037369
1999,445339,.0916543,.3382783,.5885163,3.165352,1.715583,.5869055,.0088472,14.77298,1.844422,.0020514
1997,445339,.0859307,.1140513,.1433108,3.019529,2.227194,.7958318,.0126472,11.0967,3.107199,.0017565
2001,445339,.0133915,.3382783,.7030444,-.4498342,1.807245,.4543679,.0059895,18.31156,2.253042,.0025507
1998,445339,,.2283404,.3243809,2.705268,3.107488,.7039267,.010118,14.76388,,.001904
2000,445339,.0265062,.2649744,.3990572,2.894903,3.412702,.664001,.011669,14.07964,2.302995,.0020057
1996,445339,.0389574,.1211659,.153566,2.941487,2.074179,.7890151,.0171959,11.13351,1.967678,.0018025
2000,445843,,.1571258,.2204353,2.646613,2.962109,.7127978,.0129064,7.68779,,.0019369
1998,445843,,.1081299,.1445206,2.337717,3.595142,.7481971,.0159834,6.96025,,.0019753
1994,445843,.0267559,.0824974,.0986836,2.736927,.9739838,.8359789,.0449626,12.26637,1.242516,.0020636
2005,445843,,.2918449,.538464,2.301564,1.891228,.5419952,.0148576,6.018301,,.0043477
2002,445843,,.3382783,.7030444,.6616446,3.983047,.5061995,-.0083678,8.275051,,.006596
1997,445843,,.0862796,.1147473,2.626453,2.539154,.7519093,.0191166,6.180046,,.0019207
1999,445843,,.0980307,.1289426,2.416944,1.873604,.7602659,.0124598,7.056995,,.0019051
2001,445843,,.3382783,.7030444,-1.770906,7.888654,.4829444,.0336561,8.408518,,.0065381
2004,445843,,.3170491,.6115825,1.117577,2.278608,.5184077,.0264768,6.07743,,.0047301
2003,445843,,.3382783,.7030444,.5859733,2.959383,.4795864,.0050833,7.064251,,.0061136
2007,445843,,.1575142,.2304583,4.40764,-.0653261,.6834823,.0125278,6.28917,,.0033844
1996,445843,,.0637889,.0823418,2.540927,2.039512,.7746834,.0196202,6.190888,,.0019962
1995,445843,,.0476952,.059436,5.630973,-1.96081,.8024632,.0125278,6.673716,,.002183
2006,445843,,.3382783,.6952292,2.842283,-.8695197,.5114623,.0125278,7.521389,,.0050374
2009,451965,.0023003,.1322107,.1705681,.5046809,5.04241,.77512,.0018463,10.79107,1.353047,.0520613
1998,451965,,.067177,.0844486,3.901337,3.282384,.795478,.0336097,7.280934,,.0161231
2017,451965,.0495733,.109992,.1383694,1.35728,2.304354,.7949157,.0168735,10.51609,1.634418,.1002727
2004,451965,.0338585,.1361261,.1769836,1.982627,1.534243,.7691451,.0092285,10.55645,2.801332,.0442751
2003,451965,.0191513,.2116587,.304782,1.600688,3.960719,.6944593,.0194831,10.65167,2.91933,.0335296
1997,451965,.0153195,.0875596,.1145891,4.281128,2.281588,.7641178,.0182159,6.742061,2.31831,.0178672
2015,451965,.0458365,.1250742,.1600492,.5848112,2.406757,.7814732,.0074631,10.7006,1.619538,.1008011
2007,451965,.0675368,.1761805,.2398128,2.992501,3.636125,.7346584,.010439,11.21565,2.109871,.0428856
2016,451965,.0414032,.1345897,.1735626,.7946919,2.440853,.7754533,.0085107,11.11641,1.579373,.1028717
1999,451965,.0367265,.1187134,.1589446,4.679091,1.767753,.7468852,.0213879,7.440402,3.00941,.0169265
2000,451965,.0086735,.2699867,.4417976,5.381938,2.63432,.6111097,.0108708,8.410176,3.641522,.0187777
2011,451965,.0329782,.1140596,.1462802,.3700366,3.605484,.7797338,.0096944,9.415604,1.125981,.0891396
2010,451965,0,.1206973,.1570786,.4230323,3.21715,.7683879,.008956,9.015925,1.385317,.0924107
2008,451965,.0331159,.2791628,.4337813,.4740634,3.609965,.6435566,.0214191,12.93986,1.839946,.0444653
2001,451965,.03516,.322815,.5742758,2.202289,2.016102,.5621254,.0053172,8.691154,2.730152,.021853
2005,451965,.0426761,.1192561,.1505685,3.002316,2.172232,.7920389,.0098795,11.27332,2.613178,.0453733
2006,451965,.0513112,.117528,.1503951,3.550084,3.042799,.7814614,.010826,9.899951,2.639837,.0403658
2013,451965,.03159,.1022023,.1281379,.4903615,2.720218,.7975961,.0075422,9.979876,1.551098,.0931795
1995,451965,.0212963,.1190195,.1497377,4.436379,2.586252,.7948532,.0101835,11.61072,2.845252,.0114186
2012,451965,.0472234,.1090121,.1387948,.5440713,3.656502,.7854193,.0060879,9.472517,1.24422,.0875511
1994,451965,.0275862,.1093607,.1347542,4.244117,.9128208,.8115573,.0209635,12.64511,2.171695,.0130561
2002,451965,.0301511,.3150529,.5353763,1.751461,2.321937,.58847,.0075988,10.36515,2.62799,.0264103
2014,451965,.044334,.1139391,.1439584,.5123274,2.554368,.7914723,.0084056,10.57209,1.715927,.0984825
1996,451965,.0192771,.0973674,.1272868,4.156784,2.191213,.7649448,.0379882,7.262807,1.826163,.0217743
2004,455365,.0296927,.3382783,.7030444,.1007762,8.479783,.319579,-.0291914,4.256522,2.313832,.0022129
1994,455365,.0113656,.3382783,.7030444,.4793596,3.855319,.2027497,-.0551537,11.84165,1.20354,.00232
1995,455365,.0574121,.3382783,.7030444,2.253894,6.280428,.2027497,-.0405007,11.10095,1.740472,.0021793
2003,455365,.0222103,.3382783,.7030444,-.0792617,8.728815,.3040168,-.0341058,6.033435,2.583558,.0025399
1997,455365,.0420816,.3382783,.7030444,1.318789,6.136396,.2027497,-.0018755,10.11683,2.974916,.0018853
1996,455365,.0470704,.3382783,.7030444,1.715531,5.862686,.2027497,-.0100112,12.58015,2.559073,.0026319
2000,455365,.0227547,.3382783,.7030444,3.733472,6.417848,.2027497,-.0429001,11.77944,3.978331,.0018004
1998,455365,,.3382783,.7030444,1.924489,7.586719,.2027497,-.0278678,10.61255,,.0016679
2005,455365,.079731,.3382783,.7030444,.2554154,7.582345,.3659029,-.0235842,4.879779,2.169338,.0018619
2000,455534,,.2737623,.4160497,1.874092,3.26437,.6580037,.0072641,14.65545,,.0079397
1995,455534,,.2376701,.338616,1.551141,3.452972,.7018867,.0116191,16.54447,,.0026088
2006,455534,,.3041074,.5068074,2.010387,2.709971,.6000452,.0003609,10.43325,,.0073879
2007,455534,,.2470764,.4477092,4.40764,-.0653261,.551868,.0125278,4.973748,,.0068219
2004,455534,,.3228563,.545225,1.11415,2.645305,.5921525,.0126161,11.76593,,.0077046
2003,455534,,.3382783,.6105186,.6377861,3.2791,.5722222,.0139185,12.75096,,.0082004
2001,455534,,.3382783,.7030444,.2241462,2.862217,.5333109,.0126146,13.35225,,.0085021
2002,455534,,.3382783,.6381069,.4833635,3.326489,.5630776,.0100303,12.88348,,.0082578
1999,455534,,.2597294,.3945969,1.489472,1.960507,.6582146,.010673,12.18681,,.0053254
1997,455534,,.2959756,.4626935,1.513187,2.629119,.6396796,.0107491,15.54126,,.0033751
2005,455534,,.3171098,.5293723,1.764809,2.480769,.5990298,.0112613,11.92459,,.0079955
1994,455534,,.2532184,.3679946,1.526212,1.228872,.6881034,.0121667,17.04211,,.0025676
1996,455534,,.2665134,.3975018,1.303954,2.481504,.6704708,.0122684,15.86904,,.0029395
1998,455534,,.3382783,.6478192,1.148489,3.36493,.5695662,.0087423,16.27132,,.0041472
1996,460024,.0263414,.2352122,.3396806,3.184844,2.723292,.692451,.0174167,13.82422,1.999067,.0025625
1994,460024,.0349345,.2234084,.3095123,2.907056,4.338902,.7218077,.0077437,18.25354,1.510136,.0016884
1995,460024,.0332631,.2562374,.3776666,2.335955,6.280428,.6784753,.0544888,15.31693,1.627656,.0024869
2002,460855,.0259958,.1861628,.2722029,.9124183,3.421879,.6839119,.0110387,7.696734,1.826321,.0030621
2001,460855,.0213439,.2046342,.3078959,-1.250712,7.888654,.6646215,.0435448,7.648518,2.11295,.0029804
2003,460855,.0260264,.1909462,.2784123,.812433,2.348222,.6858398,.0099098,8.115965,2.012141,.0030469
2004,460855,,.1958092,.3580523,1.860973,.2385448,.546873,.0125278,3.886244,,.0034346
2013,476810,.0059053,.1677629,.2318358,-.3462778,5.094712,.7236281,.0127308,9.207337,.7988514,.0919482
1994,476810,.0113656,.2596693,.3850875,.9617577,1.830389,.6743124,.0188705,15.14731,1.20354,.0526303
2005,476810,.079731,.2324752,.3379555,1.455548,3.123518,.6878868,.0095344,12.55682,2.169338,.0794928
2010,476810,0,.2021722,.2939722,-.4805735,4.190741,.6877257,.014537,9.082485,.8424211,.0967714
1999,476810,.0271651,.2180702,.3044943,1.696525,2.273265,.7161717,.0135652,15.20726,3.926405,.0576248
1997,476810,.0420816,.2549829,.3748299,1.272519,4.001515,.6802628,.014979,15.44299,2.974916,.0526061
2012,476810,0,.171084,.2387436,-.4284578,5.909847,.7166014,.018529,8.903568,.6425255,.0908202
1998,476810,,.2600076,.3855309,.6718909,5.537685,.6744146,.0346832,15.24909,,.0555953
2004,476810,.0296927,.2611641,.3951748,.4220673,3.636975,.6608824,.0084374,12.82815,2.313832,.0839585
1996,476810,.0470704,.2203099,.3092803,1.074939,3.61171,.7123308,.0159498,14.84576,2.559073,.0529191
2007,476810,.0504643,.2955984,.4729078,1.231846,4.004446,.6250657,.0279085,12.60463,1.294393,.1147362
2000,476810,.0227547,.2159898,.3030172,2.026517,3.237584,.712797,.0101542,14.04234,3.978331,.0621007
2015,476810,.0341585,.1845713,.2621424,-.1329827,4.404388,.7040878,.0124019,8.981426,.7450177,.0813504
2014,476810,.008507,.2012906,.291594,-.2940564,4.531917,.6903111,.0198578,9.225237,.8178511,.0871524
2003,476810,.0222103,.2661551,.4064029,-.1794757,4.169603,.6549045,.0078678,12.66779,2.583558,.0779257
2016,476810,.059415,.192356,.2745107,.186625,4.506667,.7007234,.0113191,9.352736,.8003384,.0803792
2002,476810,.022866,.2500482,.3748205,.048993,4.742684,.6671145,.0152484,12.07185,2.120309,.0716893
2017,476810,.0861496,.1921742,.2724542,.7912571,3.933048,.7053449,.0127623,9.757916,1.053667,.079462
2011,476810,0,.1973852,.2882155,-.4229794,6.101136,.6848528,.0198222,8.4917,.4334075,.0988992
2009,476810,0,.2351724,.3539466,-.2148576,3.828772,.664429,.0200144,9.9603,.6186814,.0993169
2001,476810,.0152948,.2383081,.3512184,.4607967,3.435567,.6785183,.0098244,12.02304,3.260151,.0702688
2006,476810,.0496002,.2752348,.4214856,1.418886,7.371718,.6530112,.0179618,13.9365,2.303344,.1032249
