year,rssdid,total_payout_ratio_w,borrowing_assets,borrowing_dep_total,s_dep,s_loan,deposits_assets,net_nonintexp_assets,leverage,MB_w,assets_share
1998,570231,.04985,.2162534,.3032712,1.436374,4.720013,.7130692,.0404203,14.14879,2.080659,.0019319
2007,570231,.1294296,.1941915,.2706337,1.906416,3.337997,.7175438,.0143211,11.32956,.9376164,.0023775
2001,570231,.0177672,.2969022,.469737,-.6279786,3.369919,.6320604,.0168359,14.07709,1.877702,.0020497
2003,570231,.0323326,.3087854,.5085123,.2619545,2.165857,.6072329,.0159586,11.90735,1.866416,.0021752
2005,576710,.0479233,.2025034,.2895725,2.28287,2.360164,.6993185,.013389,10.18557,1.939104,.0017421
2006,576710,.0310029,.1246596,.1641014,2.820337,2.737939,.7596498,.0134239,8.643746,1.775214,.0017751
2004,576710,.0298174,.1951562,.2751918,.9326723,2.267964,.7091644,.0133449,10.45157,2.082371,.0017844
2002,576710,.0176674,.1799047,.2404258,-.2529047,3.576269,.748275,.0072523,13.92364,2.082191,.0014662
2003,576710,.0294964,.1965305,.2715029,.0497979,2.540186,.7238616,.0133132,12.56156,2.401391,.0015855
2010,601050,.0241047,.0791913,.0962488,.3671078,3.563132,.8227772,.0119207,10.20081,1.704078,.0015373
2002,601050,.0166651,.162621,.2144913,1.307824,2.668267,.7581705,.0127107,12.62491,1.861448,.001603
2006,601050,.0006943,.1496558,.1940339,4.009438,2.522951,.771287,.0098985,12.64907,2.351258,.0014065
2014,601050,.0222355,.0976999,.11978,.388065,2.229932,.815661,.0092783,11.54212,1.919649,.0015344
2007,601050,.0166677,.1335693,.1710575,3.185635,3.101414,.7808447,.0106224,11.68415,2.110909,.0013512
2005,601050,.0284115,.1362973,.1726735,3.734531,1.916026,.7893355,.0095266,13.44679,2.63721,.0014042
2008,601050,.0222386,.1768838,.2388977,-.2023369,4.376215,.7404166,.0168962,12.09196,2.115278,.0014374
1999,601050,.0146491,.1085523,.1330884,3.342251,1.711693,.8156405,.0138223,13.19136,1.956711,.0016578
1997,601050,.0147118,.0641216,.0742492,1.772915,6.136396,.8636007,.0283975,13.83554,2.669634,.0016972
2009,601050,.0248173,.1142177,.1442168,.2239721,2.747842,.7919858,.0107899,10.66137,1.707769,.0015358
2003,601050,.023135,.2087603,.2913294,1.454963,1.735808,.716578,.0088376,13.39374,2.296277,.0016176
2012,601050,.0687809,.076391,.0916486,.4282036,3.722416,.8335209,.0092788,11.10026,1.480814,.0015225
2013,601050,.0206238,.0843095,.1015022,.3810683,2.589385,.8306171,.0080704,11.75456,1.950458,.0015564
2011,601050,.0258989,.0861232,.1050245,.3165418,3.892914,.82003,.012018,10.65566,1.567356,.0015728
1998,601050,.0131635,.0830957,.0982831,2.732232,3.642233,.8454722,.0139374,13.9993,2.404972,.0016993
2001,601050,.0173128,.1424688,.1822057,1.153837,2.434369,.7819118,.0104543,13.22412,2.005047,.0016927
2004,601050,.0247609,.1809627,.2427996,2.118841,1.789241,.7453173,.0105403,13.56483,2.404244,.0015474
2007,606046,.034731,.1399673,.1841444,2.407754,3.531155,.7600951,.0165984,10.00624,1.623798,.0012093
2005,606046,.0344359,.0873106,.1065567,2.846024,2.061484,.8193814,.0130131,10.71718,1.789625,.0013247
2006,606046,.0290828,.1021191,.1270874,2.894271,2.776125,.8035349,.0166106,10.59928,2.066785,.0012196
2008,606046,.036815,.1831893,.2555699,-.4970723,3.473335,.7167872,.0196206,9.997643,1.565263,.0011129
2009,606046,.0375107,.0892449,.1110338,-.3674753,2.916875,.8037629,.0181065,9.346465,1.533921,.0011257
2001,606046,.0140442,.0775248,.0923745,-.4958632,3.643435,.8392447,.0165439,12.01483,1.674133,.001461
2002,606046,.030896,.0695026,.0825438,-.0024568,3.692277,.8420094,.0200585,11.30098,1.867445,.0014649
2003,612618,.0300469,.3137831,.5004908,-.3155902,.7366618,.6269507,-.0025646,16.87302,1.756427,.0022731
2004,612618,,.2606177,.4575531,1.006703,.4651519,.56959,.0145633,5.889548,,.0020004
1999,612618,.0109831,.2225055,.3237286,1.676569,2.346185,.6873211,.0030828,11.08975,1.931936,.0016122
2002,612618,.0368805,.3382783,.6270912,-.7643708,2.186195,.5795578,.0052176,17.54185,1.453246,.0025189
2001,612618,.0365297,.3382783,.6231306,-1.100809,1.235858,.5773506,.0148786,15.90212,1.460195,.0024274
2000,612618,.0256,.2794522,.4336635,2.097984,1.779976,.6443987,.0098414,13.13213,1.8607,.0022492
2014,613307,,.1395953,.1909027,.0828195,2.131287,.7312381,.0147306,7.741944,,.0022973
2015,613307,,.1352481,.1818258,.0921695,2.148061,.7438335,.0135455,8.27004,,.0024065
2012,613307,,.1225186,.169321,.1298125,3.475981,.7235875,.0174805,6.497985,,.0020805
2017,613307,,.1143922,.1511424,.9790068,1.663061,.7568504,.0134005,7.766542,,.0025363
2013,613307,,.1756581,.256486,.1000929,2.36179,.6848642,.0164835,7.169603,,.0022368
2016,613307,,.1238163,.1652839,.3682898,2.1175,.7491129,.013709,7.869632,,.0023995
2016,619877,,.0220923,.024793,.4449372,4.723199,.8910676,.020901,11.51542,,.0046313
2017,619877,,.0270858,.0306572,1.264805,4.698357,.8835046,.0262217,11.18449,,.0046208
2012,619877,,.0197417,.0220057,-.1760623,5.115404,.8971174,.0111722,12.02777,,.0040519
2014,619877,,.0217438,.0244101,.0235434,4.481218,.8907672,.0180869,11.43001,,.0043242
2015,619877,,.0193639,.0217076,.1375701,4.601259,.8920326,.0239739,11.28623,,.0044519
2013,619877,,.0211691,.0236989,-.0852259,4.590065,.8932518,.0216397,11.6851,,.0042646
1999,626446,,.2571797,.3886366,2.467964,2.062668,.6617485,.0056331,12.33474,,.0035195
1997,626446,.0178997,.2674665,.4083622,1.227228,6.136396,.6549736,.0123981,12.89325,3.330157,.0031475
1998,626446,.0260717,.2592712,.3908134,.6116198,7.586719,.6634142,.018444,12.93417,2.362016,.004211
2000,636043,.0156008,.2619488,.4029439,3.271111,2.863417,.6500874,.008846,11.36831,4.710343,.0016899
1996,651411,.0072594,.3382783,.7030444,2.675385,4.480056,.5343695,.0112226,15.80453,2.176829,.0023439
2002,651411,.0241104,.3382783,.7030444,1.24693,4.133793,.3074093,.0148676,18.34885,1.895976,.0076194
2003,651411,.0520011,.3382783,.7030444,.8239365,2.923162,.2841673,.0114121,18.34885,2.179502,.0087272
2000,651411,.0265062,.3382783,.7030444,3.074286,2.898479,.3836001,.0020462,14.65296,2.302995,.0062924
1997,651411,.0318271,.3044857,.4893452,2.89224,4.596916,.6222309,.02439,13.64565,3.107595,.0050957
1995,651411,.0576463,.2888312,.4464127,2.904677,5.425053,.647005,.0124531,15.5851,1.830085,.0017802
2001,651411,.0133915,.3382783,.7030444,1.433195,3.424404,.3652914,.0210513,16.51335,2.253042,.0067955
1999,651411,.0916543,.3382783,.7030444,2.998488,1.695615,.4743197,.0201723,15.34632,1.844422,.0059499
1994,651411,.0822667,.2637068,.3958229,2.710003,2.218715,.6662241,.0418593,14.27161,1.377113,.0019028
1998,651411,.030022,.3382783,.6039404,2.718743,5.412668,.5835729,.0161809,15.62895,2.951222,.0056193
2013,664756,.0101751,.0241561,.0294054,.177501,4.249552,.8214848,.0090785,6.478401,1.502352,.0012644
2009,665931,.0160598,.1110891,.137677,-.2481067,1.661996,.8068819,.0059307,12.19081,2.00631,.0010818
1995,669667,.0124832,.0784163,.0929225,4.936719,2.601595,.8438888,.0160523,12.87084,2.724582,.0061768
1994,669667,.1634223,.078443,.0923584,4.774154,.294271,.8493321,.0196525,13.84563,1.626046,.0063137
1998,670234,.030022,.1256616,.1573897,1.475955,7.586719,.7984105,.0594207,13.17038,2.951222,.0026408
2000,670234,.0265062,.0952384,.114183,3.566014,3.503117,.8340849,.0160038,14.14893,2.302995,.0018744
1999,670234,.0916543,.1603607,.2112243,2.925605,1.834439,.7591964,.0115715,12.43118,1.844422,.0022753
2004,671576,.0121827,.3382783,.7030444,-.1954607,2.5795,.3007666,.0052003,18.34885,4.710343,.0013527
2005,671576,.0584906,.3382783,.7030444,1.386684,2.717245,.3542392,.0111793,18.34885,1.984286,.0012313
2008,675332,.0680239,.2457063,.3786321,-.4358516,2.89857,.6489316,.0271891,9.491079,.6100504,.0152711
2001,675332,0,.2509851,.3778976,1.040699,1.79627,.6641617,.0116457,11.78505,2.164627,.0159037
2009,675332,0,.1310591,.1725545,-.0867435,2.201255,.7595226,.0206495,9.139233,.5785602,.0140541
2014,675332,.0351793,.1076639,.1396909,.3987178,2.131287,.7707298,.0125432,8.223255,1.01413,.0119435
1997,675332,.0042834,.3293538,.6170686,3.521577,1.379294,.5337393,.0076244,7.304235,2.881547,.0034289
1996,675332,0,.3074606,.542399,3.360549,.8713307,.5668532,.0080964,7.95632,2.22503,.0032969
2016,675332,.0435826,.0734923,.0907777,.6713549,2.1175,.8095857,.011057,8.552713,1.208688,.0119449
2006,675332,.0508247,.2009271,.289852,2.791973,1.893991,.6932059,.0088279,9.44581,1.728601,.0184872
1995,675332,.0417045,.2966037,.5140655,3.798651,1.940239,.5769765,.0077286,7.910154,1.816055,.002898
2000,675332,.0586264,.210616,.3003302,3.496175,2.302556,.7012814,.0100036,11.35039,2.265366,.0161755
2017,675332,.0613671,.0651749,.0801074,1.288734,1.720158,.8135942,.0114872,8.248718,1.347335,.0115711
2010,675332,0,.1040996,.1341436,.1488854,2.92598,.776031,.0165335,8.342407,.8177566,.0136242
2012,675332,0,.0860204,.1091251,.4169983,3.167563,.7882731,.0119414,7.955039,.7584378,.0116915
2002,675332,.0490644,.2260233,.3249335,.9949908,2.008231,.6955988,.0106814,12.75871,1.83365,.0165537
1994,675332,.0869594,.2174376,.3246079,3.733221,-.5666995,.6698469,.0075733,8.871891,1.59952,.002742
2013,675332,.0110286,.0983267,.1266638,.3776785,2.293222,.776281,.013623,7.974973,.9589722,.0116177
1999,675332,.0638243,.3382783,.6570365,3.389169,.6641698,.5381873,.0069105,9.241796,2.78208,.0040993
2005,675332,.0289218,.199408,.2858762,2.68114,1.268055,.6975327,.0093739,9.703149,1.559622,.0199415
2007,675332,.0755658,.203908,.2981748,2.323762,2.455624,.6838537,.0105971,8.909613,1.240404,.0160509
2011,675332,0,.122129,.1611274,.1853452,3.176471,.7579654,.0200499,8.339892,.4828448,.0131459
2003,675332,.026765,.2653849,.4049103,1.05155,1.122263,.6554165,.0101206,12.62648,2.071437,.0166599
2015,675332,.0501997,.0585901,.071674,.4440141,2.148061,.8174527,.010846,8.067305,.9859402,.0116857
2004,675332,.0219709,.2457742,.3621098,1.77385,1.050008,.6787282,.0100783,13.24546,1.667549,.0158094
1998,675332,.0121445,.3342032,.6128263,3.560475,2.101511,.5453472,.0078332,8.302224,3.003675,.0036279
2007,676656,.035982,.1249624,.1795068,2.586823,3.73106,.696143,.0140715,5.589886,.9898062,.0010849
2008,676656,.0656875,.1154388,.165272,-.3248596,3.886132,.6984777,-.0007551,5.37393,.5746312,.0010192
1997,680345,.0231613,.2843007,.4431886,3.691087,2.305481,.6414893,.0184509,13.47528,3.641607,.0014795
1998,680345,,.290467,.4546781,3.610355,2.531186,.638841,.0427383,14.14588,,.0016572
2005,682563,.0049896,.1297793,.1637537,3.687016,2.464241,.7925274,.0134427,12.87112,2.97754,.0013295
2016,682563,.0063498,.0463229,.0540932,.6621883,2.280067,.8563536,.0133846,10.27501,1.959492,.0018001
2008,682563,.0199773,.1037835,.1347332,.5485198,3.41307,.7702888,.0144239,7.941066,1.707489,.0012468
2015,682563,.0562016,.0450093,.0527572,.4149148,2.148061,.8531395,.0127379,9.818243,1.354375,.0017897
2014,682563,.0201019,.0467818,.0547176,.3569159,2.342782,.8549673,.0123369,10.17802,1.647943,.0018201
2010,682563,.0262204,.0548767,.0665356,.6101283,3.431822,.8247727,.0143691,8.309059,1.811591,.0014794
2009,682563,.0232893,.0570497,.0695865,.5266524,2.711748,.8198382,.0114503,8.122677,1.584598,.0013977
2006,682563,.0165545,.0891136,.1117679,4.249238,2.478022,.7973092,.0141244,8.804585,2.425923,.0013473
2013,682563,.04232,.0488773,.0573248,.3977778,2.92284,.8526391,.0127628,10.15398,1.90234,.0016533
2007,682563,.0580145,.0959826,.1225265,3.626781,3.31659,.7833619,.0139517,8.288059,2.011943,.0012496
2012,682563,.0348986,.0503094,.0594549,.5065873,3.750369,.8461778,.0128904,9.660641,1.380141,.0016034
2011,682563,.0347018,.0595366,.0719953,.4717006,3.969874,.8269511,.0150918,8.809616,1.419499,.0015635
2012,682611,.0270177,.147815,.2110513,-.0796914,4.018085,.7003745,.0169287,6.587162,.7531412,.0012425
2008,682611,.0653678,.1833999,.2710323,-3.281342,9.800751,.6766717,.0383357,7.146514,.8283069,.0011061
2011,682611,.0105073,.1487055,.2144985,-.2956059,3.791163,.6932706,.022044,6.328156,.6003511,.0011396
2009,682611,.0628182,.1914254,.2877449,-.9350672,2.803128,.6652607,.0150979,6.977692,.3016079,.001154
2003,688079,.0191513,.0317722,.0353428,1.289821,2.069561,.8989724,.0246585,14.43929,2.91933,.0031647
2002,688079,.0301511,.0799514,.0968833,1.131078,1.515999,.8252343,.0269825,10.54693,2.62799,.002582
2008,688079,.0331159,.2777739,.4206265,.3788167,5.635822,.6603813,.0056286,16.16951,1.839946,.0011726
2012,688079,.0472234,.1703836,.2332112,.0709733,11.21347,.7305977,.0072746,10.0991,1.24422,.0011627
2010,688079,0,.0847907,.1032912,.0691233,5.641833,.8208901,.007459,10.6023,1.385317,.0013902
1999,688079,.0123608,.3382783,.7030444,2.716954,1.767367,.5317355,.0135313,12.44443,2.827657,.0031236
1996,688079,.0285178,.3060628,.4959034,2.989911,2.060501,.6171822,.01248,13.02846,2.241084,.0025942
1998,688079,.0333733,.3382783,.7030444,2.483839,2.691923,.5351655,.0068581,13.01452,2.736278,.0031851
2007,688079,.0675368,.3203419,.5335383,3.904479,6.203117,.6004103,.003934,12.61864,2.109871,.0013406
2000,688079,,.285396,.459217,3.256895,2.961203,.621484,.0252545,10.73883,,.0024521
2001,688079,.03516,.1909764,.2592338,1.02206,3.309831,.7366955,.0177912,13.82587,2.730152,.0031236
2006,688079,.0513112,.1358496,.1750517,4.222742,7.371718,.7760544,.0039836,11.35126,2.639837,.0013252
2005,688079,.0426761,.3382783,.7030444,3.453607,3.276584,.3603266,.0039424,14.44444,2.613178,.0021356
2004,688079,.0338585,.3382783,.7030444,1.062366,8.479783,.2567064,.0125278,8.454466,2.801332,.0023343
1997,688079,.0285763,.3159634,.5208956,2.852953,2.725486,.6065773,.0094482,12.91002,3.678155,.0028995
2011,688079,.0329782,.0801896,.0974056,-.018776,6.02188,.8232543,.0070216,10.35668,1.125981,.0012145
2009,688079,.0023003,.0526062,.0609474,.0590588,4.357046,.8631412,.0058029,11.86907,1.353047,.0012403
2017,694904,.0533995,.2767844,.4760079,.3459137,1.663061,.5814701,.0094887,7.054895,1.010743,.0026086
2014,694904,.0625121,.2928556,.5014174,-.4137983,2.407418,.5840554,.0077035,8.124203,1.22477,.0028451
2011,694904,.0810248,.3382783,.6506689,-.5096362,4.415401,.5247149,.0076019,7.46997,.9720168,.0030291
2015,694904,.0611897,.3185311,.568374,-.3375365,2.162842,.5604252,.0194198,8.261474,1.333559,.0029086
2016,694904,.0427034,.2891735,.4962738,-.1274688,2.118621,.5826893,.0108486,7.804133,1.265364,.0027114
2012,694904,.0763481,.3160107,.569048,-.3323593,4.273945,.5553322,.007677,7.772601,1.016849,.0028568
2013,694904,.0593425,.3353189,.6213154,-.3739981,2.991962,.5396919,.0091097,8.000694,1.294991,.0029202
2007,697633,,.2159247,.3843415,2.871234,3.973424,.5618042,.0163783,4.499012,,.0040158
2005,697633,.035616,.2512866,.3743664,3.837105,2.159794,.6712316,.0077273,12.90626,2.665778,.0034639
2000,697633,.036021,.2202537,.3129312,3.620053,3.605526,.7038405,.01466,13.17422,1.950882,.0032464
2014,697633,,.0819275,.1063187,.0077137,2.198068,.7705845,.0178561,6.780214,,.0051159
1997,697633,.0262491,.2916655,.4583953,2.419747,2.70442,.6362751,.0148745,13.87744,3.007377,.0015988
2012,697633,,.0921003,.1227982,.2164058,4.635245,.7500136,.0255482,6.33368,,.0047766
2013,697633,,.0821278,.1079226,.1232882,2.684396,.7609881,.0209195,6.374131,,.0048664
1999,697633,.0431372,.220589,.3121741,2.765082,2.172811,.7066216,.0149429,13.73828,2.120986,.0031956
2004,697633,.0276294,.3048873,.4947394,2.585432,1.91389,.6162584,.00847,12.68161,2.917438,.0034107
2017,697633,,.0556787,.0692062,1.019243,2.08108,.8045343,.0157042,7.153743,,.0049641
2006,697633,.0028803,.2298885,.3373361,3.899585,2.938494,.6814821,.0100281,11.28295,2.74755,.0034608
2002,697633,.0514404,.2627213,.4033951,1.422411,3.241334,.6512755,.011975,11.62747,2.041752,.0034351
2009,697633,,.0831869,.1148641,.150737,3.359999,.72422,.109398,5.192293,,.0055251
2003,697633,.0668864,.329909,.5525225,1.699237,2.207555,.5970959,.0098832,13.69954,2.566444,.0036008
2001,697633,.0461297,.3163008,.5242257,1.166316,3.20364,.6033676,.0138184,12.4484,2.091619,.0035812
2015,697633,,.0829737,.106966,.0574517,2.148061,.7757018,.0160219,7.075915,,.0053466
2010,697633,,.089252,.1239652,.0829994,4.512484,.7199766,.0583564,5.241877,,.0053063
2011,697633,,.1023525,.1397108,.3251793,4.271118,.732603,.1243569,6.058973,,.0048432
2008,697633,,.1692264,.2697666,-.4661373,3.545545,.6273066,.0603017,4.914801,,.0051359
1998,697633,.0269084,.235509,.3421534,1.475955,7.586719,.6883142,.0376198,13.12736,2.463844,.0030459
2016,697633,,.0477609,.0591379,.3432635,2.1175,.8076178,.0171625,6.91461,,.0049815
2012,722777,,.2322801,.3788859,.0396749,3.221763,.6130608,.0140255,6.465831,,.005745
2014,722777,,.1569858,.2311745,-.0533786,2.131287,.6790791,.0135392,6.099975,,.0051704
2017,722777,,.0542769,.0710343,1.085733,1.88279,.7640936,.0219258,5.505712,,.0042724
2016,722777,,.1135329,.1566,.3424411,2.1175,.7249864,.0177705,6.192688,,.004949
2013,722777,,.1595242,.2387149,.0560466,2.343091,.6682623,.0173556,5.806744,,.0050378
2015,722777,,.1944489,.2956047,-.0122413,2.148061,.6578003,.0161898,6.768152,,.0056448
2002,723112,.0322833,.3382783,.7030444,1.102073,1.782459,.5269239,-.0010813,12.19736,3.972181,.0068829
1998,723112,.0045143,.3382783,.7030444,3.045755,.0981759,.4679592,-.0050724,13.47247,4.710343,.0021669
1995,723112,.0185666,.2576281,.3860306,3.234271,.5869476,.6673774,.002387,13.33431,2.843607,.0021009
2014,723112,.0648616,.1056361,.1366867,.4255508,2.131287,.772834,.0075536,8.228431,1.174533,.008756
2000,723112,.0156008,.2747988,.4240645,3.089288,6.417848,.6480118,.0097454,12.95514,4.710343,.005303
2010,723112,0,.0753866,.0966386,.3209928,3.124348,.7800876,.012695,6.919176,1.124294,.0091358
2001,723112,.012802,.3382783,.7030444,.6805189,1.673183,.5286016,-.0098092,12.62102,4.683546,.0059657
2003,723112,.0310934,.3382783,.7030444,1.181326,.9972774,.5048308,-.002079,13.72135,3.932724,.0076802
2008,723112,0,.297616,.4756713,-.0419059,3.045788,.6256759,.017308,13.03644,.608629,.0057306
2006,723112,.0360495,.3002377,.498463,2.977347,1.494567,.6023268,.0007031,10.26319,2.273788,.0053331
2009,723112,.0004906,.0839388,.1088039,-.019761,2.457188,.7714687,.0114901,6.915988,.7839718,.0096409
2015,723112,.0760604,.1010838,.1303584,.5267922,2.148061,.7754301,-.0044557,8.098077,1.087683,.0086758
2013,723112,.0581464,.0750173,.0935803,.4541882,2.412269,.8016353,.0089926,8.107178,1.326971,.0086442
2005,723112,.0314695,.3382783,.7020477,2.634986,1.007474,.540051,-.0012047,12.37512,2.220844,.0064824
2007,723112,.1390429,.320556,.5396864,2.795609,2.297364,.5939673,.0141717,11.69909,1.462636,.0056327
2017,723112,.0936534,.1138132,.1486531,1.435362,1.804523,.7656294,.0111372,8.294805,1.400162,.0080384
1996,723112,.0191427,.3253678,.5462424,2.674358,.4736643,.5956473,.0018664,12.66064,3.102129,.0021337
2016,723112,.0523334,.1109513,.1443115,.7875966,2.1175,.7688315,.0090841,8.318273,1.360792,.0083249
1997,723112,.0287415,.3213977,.5365303,3.211487,.1803817,.5990298,-.0041524,12.56715,4.710343,.0018183
2004,723112,.0435633,.3382783,.7030444,1.774521,1.041013,.4803433,.0115295,11.67017,2.958699,.0068672
2012,723112,.0648781,.0911873,.1163828,.5081296,3.398907,.7835119,.0103206,7.980792,1.006811,.0082323
1994,723112,.0241667,.2634184,.395157,2.666819,-1.23706,.6666169,.0033246,14.29292,2.220539,.0021176
2011,723112,.0108686,.07798,.0989635,.3923332,3.213864,.7879676,.0147691,7.459768,.9138411,.0087355
1999,723112,.0088908,.3382783,.7030444,3.184031,-2.334681,.4491735,-.001459,14.27282,4.710343,.0023874
2001,728854,.03516,.3382783,.619306,2.170896,2.560149,.5780013,.0171092,15.61548,2.730152,.0027845
1996,728854,.0308343,.0346271,.0378527,3.700626,1.842973,.9147844,.026476,18.34885,2.729786,.0017251
2000,728854,.0086735,.1891172,.2535796,5.132405,3.223469,.7457904,.0205103,15.36278,3.641522,.0025642
1997,728854,.0288956,.0464157,.0515348,3.881105,3.01085,.9006678,.0261707,18.34885,4.30138,.0017025
1999,728854,.0367265,.1621879,.2062051,4.406543,2.260452,.7865366,.0002221,18.34885,3.00941,.0020131
2002,728854,.0301511,.2597023,.3883944,1.751205,3.13247,.6686562,.0129699,13.95839,2.62799,.002441
1998,728854,.023257,.0526312,.0589801,3.69507,4.119793,.8923557,.0461945,18.17748,3.235099,.0018304
1999,730035,.0638243,.3382783,.7030444,4.176872,1.003938,.5199046,.0091342,12.46457,2.78208,.0016442
1998,730035,.0121445,.3382783,.7030444,3.377444,2.591729,.5414124,.0081056,13.23685,3.003675,.0016111
1997,730035,.0042834,.3382783,.6666996,3.930733,1.061615,.5599205,.008646,14.97437,2.881547,.0015766
1994,735405,.0476702,.3197969,.5260061,3.489333,-.2123652,.6079719,.0157425,13.84444,.9795131,.0042799
1995,735405,,.306574,.4949715,3.21807,2.694179,.619377,.0563991,13.50455,,.0042169
1999,735405,.0317136,.3382783,.7030444,3.319651,1.298009,.5058638,.0181899,11.95219,2.180923,.0154196
1997,735405,.0262523,.1929878,.2680862,2.02588,6.136396,.7198723,.0231485,11.4758,2.67349,.0128026
1996,735405,.0385423,.1471657,.1947106,3.273359,1.635726,.7558177,.0062716,10.30751,2.022106,.010228
1998,735405,.0412278,.2402481,.3599913,2.725972,3.412212,.6673721,.0072486,10.82489,2.919578,.0139685
1996,736309,,.1883591,.2554188,2.416838,2.258086,.7374521,.0216473,13.47913,,.0021157
2000,736309,,.1922372,.2581872,2.543921,1.201661,.744565,.0175525,15.82332,,.0025072
1997,736309,,.1545712,.2039065,2.481544,2.001642,.7580494,.0173533,11.44434,,.0021452
1999,736309,,.2143812,.2958145,2.208014,1.105124,.7247149,.016156,16.41932,,.0025727
1998,736309,,.2744276,.4213362,1.889534,3.248897,.6513268,.0130301,13.46882,,.0026146
1995,736309,,.2332317,.3334537,3.630432,2.652416,.6994425,.0208359,14.85314,,.0019924
1994,736309,,.1498179,.1923026,3.762632,.3903808,.7790733,.0238649,14.06295,,.0017112
2007,741871,.0196546,.2546183,.4061537,1.446801,3.819937,.6269014,.0163398,8.440221,.7288656,.0010765
1996,742533,.0209978,.1592868,.2113912,2.442686,1.802771,.7535168,.0145031,11.46837,1.965549,.002137
1994,742533,.0327442,.1728209,.2293445,3.04635,.0948047,.7535425,.0179063,13.58021,1.139373,.0018842
1997,742533,.0182915,.1706263,.2307502,2.837337,2.327834,.7394415,.012616,11.11948,3.189568,.0021105
1998,742533,.0214084,.1725893,.2348939,2.34857,5.073205,.7347544,.0139588,10.79258,2.900141,.0037617
1995,742533,.0223747,.1500958,.1950453,2.162756,3.342283,.7695432,.0159794,12.44385,1.759147,.0020955
1997,747109,.035122,.1441557,.1863458,3.258894,1.58503,.7735924,.0210256,12.15778,2.710704,.0055818
1995,747109,,.1162472,.1470081,3.364049,1.131347,.7907537,.0254668,10.7528,,.0076029
1996,747109,.0297297,.1074078,.1324753,3.090331,.2898421,.8107761,.0178141,12.22254,2.078211,.0059567
1994,747109,,.1005158,.1241308,2.737274,.4234857,.8097575,.025293,11.14495,,.0083542
1995,748601,,.2217694,.3173754,2.317042,2.54767,.6987604,.0176578,12.58332,,.0233416
1994,748601,.0927161,.2297428,.3300992,1.904855,-.0890784,.6959812,.0232923,13.4633,.8751769,.0235521
2006,752970,.0318724,.3382783,.7030444,.9895161,3.537698,.5434788,.0095468,15.88335,.8103813,.0017212
2007,752970,.1569921,.3382783,.6275717,-.1232673,3.748728,.580831,.009264,18.29629,.2553403,.0016375
2004,752970,.0094477,.3382783,.7030444,-.5897266,2.533316,.4377488,.0096558,15.05338,2.356326,.0017166
2003,752970,.0140602,.3382783,.7030444,-1.004254,2.986382,.4668761,.0093717,14.03902,2.432696,.0015416
2008,752970,.0059903,.2245143,.3133939,-3.533124,3.661612,.7163965,.0133448,16.92357,.2553403,.0012558
2005,752970,.0228773,.3382783,.7030444,.6242371,2.695041,.5178002,.0103685,14.3731,1.149073,.0018091
2011,761806,0,.1519214,.2046693,.0086214,3.38332,.7422773,.0171309,9.451679,.9787976,.0014332
2010,761806,0,.1260494,.1654399,-.0728839,2.93949,.7619045,.0177703,8.924896,.9808765,.0015072
2004,761806,0,.2617655,.4116559,.8463605,1.875197,.6358843,.0246384,9.770379,1.758917,.0020311
2013,761806,0,.1707342,.2350199,.1881155,2.525532,.7264671,.0138609,9.727757,1.363241,.0014131
2012,761806,.0388906,.1635982,.2228391,.1857692,3.385299,.7341539,.0134881,9.780143,.8991334,.0013908
2009,761806,.0116823,.0988422,.1238479,-.2240736,2.339088,.7980932,.0179199,9.70265,.6058096,.0015136
2005,761806,.0290481,.2328101,.3496108,2.535356,1.799044,.6659122,.0150565,9.873845,1.52787,.0019802
2006,761806,.0140894,.1374764,.1844515,3.035509,2.497785,.7453259,.0162473,8.532591,1.463757,.0017058
2008,761806,.0705638,.1914181,.2690436,-.5974949,3.385539,.711476,.0572345,10.29803,.5793811,.0014422
2014,761806,.0238638,.1925696,.2721668,.180634,2.283141,.7075426,.0136016,10.01123,1.354253,.0014465
2007,761806,.135703,.1549417,.212085,2.391394,2.814219,.7305644,.0159329,8.734088,.9660226,.0015642
1995,762308,.0164727,.1322047,.1670375,3.793216,3.440099,.7914669,.0327587,13.10128,1.794496,.0017029
1994,762308,.0973443,.051316,.0587777,3.716312,.4195614,.8730524,.0166141,13.22198,1.456648,.0016928
2000,765756,.0086735,.0825704,.1009083,4.948501,3.259537,.8182709,.0234592,10.08484,3.641522,.0034729
1998,765756,.023257,.0758174,.0897276,2.513758,6.345721,.8449731,.0581339,12.62475,3.235099,.0017647
1997,765756,.0288956,.0540729,.0618305,2.122622,6.136396,.8745357,.0907412,14.00729,4.30138,.0016724
1999,765756,.0367265,.0765175,.0913833,3.875174,2.36353,.8373247,.0295326,11.60662,3.00941,.0017735
2002,765756,.0301511,.0797285,.0977465,1.965465,2.712679,.8156652,.0132201,9.559654,2.62799,.0036573
2001,765756,.03516,.0464328,.0544769,2.248331,2.630658,.8523391,.0179266,9.878676,2.730152,.0032826
1994,767723,.041662,.1605566,.2090691,3.424172,.4590692,.7679592,.0179812,13.98911,1.144486,.0028844
1995,787431,.0301639,.3382783,.683242,2.625169,3.110975,.550823,.0100932,13.73029,2.065296,.0040345
1994,787431,.0381395,.3382783,.7030444,3.232835,.7476168,.5146112,.0087465,13.47667,1.67735,.0036382
1996,787431,.0269027,.3382783,.7030444,3.059127,2.807469,.507917,.0094045,14.13251,2.460819,.0041541
